,index,coffee_name,total_score,roaster_location,coffee_origin,roast_level,est_price,agtron_ground,agtron_roast,price_per_ounce,origin_country,roast_level2,roast_level_count,total_score2,total_score_count
1721,1722,El Aguila Pacamara Espresso,94.0,"Santa Ana growing region, El Salvador","Santa Ana growing region, El Salvador",Medium Light,$15.75/12 ounces,60.0,80.0,15.75,Salvador,,,,
1722,1723,Ethiopia Natural Yirgacheffe Banko Gutiti Coop,95.0,"Chia-Yi, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Light,NT $600/16 ounces,62.0,84.0,600.0,Ethiopia,,,,
1723,1724,Ethiopia Natural Sidamo Guji Shakisso,94.0,"Chia-Yi, Taiwan","Sidama (also Sidamo) growing region, southern Ethiopia",Medium Light,NT $500/16 ounces,53.0,81.0,500.0,Ethiopia,,,,
1724,1725,Colombia Granja La Esperanza Las Margaritas Sudan Rume,95.0,"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium Light,$35.00/8 ounces,52.0,78.0,35.0,Colombia,,,,
1725,1726,Adame Gorbota Ethiopia,94.0,"Madison, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Medium Light,$17.50/12 ounces,54.0,82.0,17.5,Ethiopia,,,,
1726,1727,Ethiopia Yirgacheffe Adado,94.0,"Bedford, New Hampshire","Yirgacheffe growing region, southern Ethiopia",Medium Light,$15.50/12 ounces,55.0,78.0,15.5,Ethiopia,,,,
1727,1728,Panama Ratibor Hartmann Natural,95.0,"Sacramento, California","Santa Clara, Piedra Candela, Volcan growing region, western Panama",Medium Light,$17.50/12 ounces,58.0,80.0,17.5,Panama,,,,
1728,1729,Kenya AA Nyeri Tambaya,94.0,"Floyd, Virginia","Nyeri growing region, south-central Kenya",Light,$15.49/12 ounces,60.0,84.0,15.49,Kenya,,,,
1729,1730,Costa Rica Las Lajas Red Honey,94.0,"Floyd, Virginia","Sabanilla de Alajuela growing region, Costa Rica",Medium Light,$16.49/12 ounces,53.0,77.0,16.49,Rica,,,,
1730,1731,Bernachon Panama Geisha,95.0,"Taipei, Taiwan","Boquete growing region, western Panama",Medium Light,NT $2800/454 grams,60.0,76.0,98.76543209876543,Panama,,,,
1731,1732,Panama La Esmeralda Geisha Bosque Natural,97.0,"Sacramento, California","Boquete growing region, western Panama",Medium Light,$62.00/8 ounces,59.0,82.0,62.0,Panama,,,,
1732,1733,Harfusa Ethiopia Yirgacheffe Fair Trade Organic,95.0,"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium Light,$17.80/12 ounces,54.0,76.0,17.8,Ethiopia,,,,
1733,1734,ASOPCAFA Colombia,94.0,"Madison, Wisconsin","Huila Department, southern Colombia",Medium Light,$14.85/12 ounces,60.0,77.0,14.85,Colombia,,,,
1734,1735,Guatemala San Sebastian Natural,95.0,"San Francisco, California","Antigua Valley, Guatemala",Medium Light,$14.50/250 grams,59.0,78.0,0.5114638447971781,Guatemala,,,,
1735,1736,Ethiopia Hachira Natural Espresso,94.0,"San Francisco, California","Yirgacheffe growing region, southern Ethiopia",Light,$22.50/250 grams,62.0,87.0,0.7936507936507936,Ethiopia,,,,
1736,1737,Ethiopia Kochere Espresso Profile,94.0,"San Francisco, California","Yirgacheffe growing region, southern Ethiopia",Medium Light,$18.00/320 grams,50.0,79.0,0.6349206349206349,Ethiopia,,,,
1737,1738,Kenya Nyeri Kiama FCS Ichuga Factory Peaberry,95.0,"Seattle, Washington",South-central Kenya,Medium,$19.50/12 ounces,49.0,68.0,19.5,Kenya,,,,
1738,1739,Kenya Nyeri Thageini,94.0,"Belmar, New Jersey",South-central Kenya,Medium Light,$18.00/12 ounces,54.0,68.0,18.0,Kenya,,,,
1739,1740,Kenya AA Lot-125 “Queen Flora”,95.0,"Taoyuan City, Taiwan",Kenya,Medium Dark,NT $900/8 ounces,44.0,56.0,900.0,Kenya,,,,
1740,1741,Ethiopia Natural Yirgacheffe Phoenix Special “King Solomon”,94.0,"Taoyuan City, Taiwan","Yirgacheffe growing region, southern Ethiopia; Sidama (also Sidamo) growing region, southern Ethiopia",Medium,NT $800/8 ounces,48.0,60.0,800.0,Ethiopia,,,,
1741,1742,Fully Washed Ethiopia Phoenix Special “Dr. Evil”,94.0,"Taoyuan City, Taiwan",Ethiopia,Medium,NT $700/8 ounces,45.0,57.0,700.0,Ethiopia,,,,
1742,1743,Sulawesi “Tanah Kebangkitan” Phoenix Special Espresso,94.0,"Taoyuan City, Taiwan","Toraja growing region, South Sulawesi, Indonesia",Medium Dark,NT $700/8 ounces,44.0,56.0,700.0,Indonesia,,,,
1743,1744,Kenya AA Lot-122 “Excalibur” Espresso,94.0,"Taoyuan City, Taiwan",Kenya,Medium Dark,NT $900/8 ounces,45.0,54.0,900.0,Kenya,,,,
1744,1745,Panama Elida Natural Lot #13,95.0,"Sacramento, California","Boquete growing region, western Panama",Light,$20.00/250 grams,63.0,86.0,0.7054673721340388,Panama,,,,
1745,1746,Emma’s Jo: The Leam Hammer Competition Espresso,95.0,"Boulder, Colorado",Central America; South America; East Africa,Medium Light,$18.00/12 ounces,55.0,75.0,18.0,Africa,,,,
1746,1747,Costa Rica Sumava Natural Lot,94.0,"Sacramento, California","Lourdes de Naranjo, West Valley, Costa Rica",Light,$20.00/250 grams,61.0,85.0,0.7054673721340388,Rica,,,,
1747,1748,Panama Auromar Geisha Natural Peaberry,96.0,"Topeka, Kansas","Boquete growing region, western Panama",Medium Light,$40.00/8 ounces,53.0,70.0,40.0,Panama,,,,
1748,1749,El Burro Geisha Tachi Natural,95.0,"Ovledo, Florida","Boquete growing region, western Panama",Medium Light,$46.95/12 ounces,55.0,75.0,46.95,Panama,,,,
1749,1750,Holiday Blend,95.0,"Bozeman, Montana",Ethiopia; Kenya.,Medium Light,$15.25/12 ounces,54.0,77.0,15.25,,,,,
1750,1751,Holiday Blend,95.0,"Kaohsiung, Taiwan",Guatemala; Ethiopia.,Light,$25.00/8 ounces,66.0,82.0,25.0,,,,,
1751,1752,Nicaragua Pacamara Los Congos Lot #8,95.0,"Sacramento, California","San Fernando, Nueva Segovia region, Nicaragua",Light,$20.00/250 grams,68.0,82.0,0.7054673721340388,Nicaragua,,,,
1752,1753,Panama Boquete Kotowa Gesha Natural,94.0,"Torrington, Connecticut","Boquete growing region, western Panama",Light,$45.00/8 ounces,64.0,84.0,45.0,Panama,,,,
1753,1754,Holiday Blend,94.0,"Olympia, Washington",Honduras; Kenya; Ethiopia,Medium Light,$18.90/12 ounces,59.0,70.0,18.9,Ethiopia,,,,
1754,1755,Panama Finca Auromar Camilina Natural,94.0,"Branford, Connecticut","Piedra Candela, Chiriqui Province, western Panama",Light,$50.00/8 ounces,66.0,90.0,50.0,Panama,,,,
1755,1756,El Aguila SL-28 El Salvador,94.0,"Madison, Wisconsin","Santa Ana growing region, El Salvador",Medium Light,$18.75/12 ounces,58.0,77.0,18.75,Salvador,,,,
1756,1757,Ethiopia Sidama Special Lot Natural,95.0,"Boulder, Colorado","Guji Zone, Sidama Province, southern Ethiopia",Light,$18.00/12 ounces,63.0,86.0,18.0,Ethiopia,,,,
1757,1758,Panama Finca Deborah Caturra Natural,94.0,"Sacramento, California","Chiriqui, Boquete growing region, western Panama",Light,$20.00/8 ounces,65.0,88.0,20.0,Panama,,,,
1758,1759,Nekisse Red N2 Level 39,96.0,"Pu'Er Yunnan Province, China","Sidamo (also Sidama) growing region, southern Ethiopia",Medium Light,RMB $235/125 grams,63.0,74.0,,Ethiopia,,,,
1759,1760,Panama La Esmeralda Bosque Lot 1 Gesha,94.0,"San Diego, California","Boquete growing region, western Panama",Light,$48.00/8 ounces,64.0,85.0,48.0,Panama,,,,
1760,1761,Finca La Mula Panama Geisha Natural,95.0,"Madison, Wisconsin","Chiriqui, western Panama.",Medium Light,$49.95/8 ounces,52.0,73.0,49.95,,,,,
1761,1762,La Lagunita El Salvador,94.0,"Madison, Wisconsin","Apaneca, El Salvador",Medium Light,$18.75/12 ounces,59.0,79.0,18.75,Salvador,,,,
1762,1763,Kenya Kinuyu AA,95.0,"Sacramento, California","Kirinyaga District, south-central Kenya",Medium Light,$21.00/12 ounces,57.0,70.0,21.0,Kenya,,,,
1763,1764,Costa Rica Alberto Guardia Venecia Honey,94.0,"Sacramento, California","Central Valley, Costa Rica",Light,$18.50/12 ounces,63.0,85.0,18.5,Rica,,,,
1764,1765,Nicaragua Cafe Vidita Los Congos Pacamara Natural,95.0,"Boulder, Colorado","Nueva Segovia, Nicaragua",Light,$18.00/12 ounces,63.0,91.0,18.0,Nicaragua,,,,
1765,1766,Kenya Kigutha AA,94.0,"Lee, Massachusetts","Kiambu growing region, south-central Kenya.",Medium Light,$17.95/12 ounces,60.0,78.0,17.95,,,,,
1766,1767,Panama Altieri Natural Geisha,96.0,"Los Angeles, California","Boquete growing region, western Panama",Medium,$49.95/8 ounces,49.0,72.0,49.95,Panama,,,,
1767,1768,Organic Espresso,94.0,"San Diego, California",Not disclosed.,Medium,$15.00/12 ounces,52.0,60.0,15.0,,,,,
1768,1769,Kemgin Ninety Plus,94.0,"Lee, Massachusetts","Wellega, Sidama and Yirgacheffe growing regions, southern and western Ethiopia",Medium Light,$25.95/12 ounces,52.0,72.0,25.95,Ethiopia,,,,
1769,1770,Ethiopia Nigusse Lemma,94.0,"Lee, Massachusetts","Limu growing region, western Ethiopia",Medium Light,$16.95/12 ounces,58.0,76.0,16.95,Ethiopia,,,,
1770,1771,Panama Don Pepe Estate Geisha Single-Origin Espresso,96.0,"Sacramento, California","Boquete growing region, western Panama",Medium,$19.50/12 ounces,48.0,59.0,19.5,Panama,,,,
1771,1772,Ichamama Kenya,94.0,"Madison, Wisconsin","Nyeri County, Central Highlands, Kenya",Medium Light,$16.10/12 ounces,56.0,74.0,16.1,Kenya,,,,
1772,1773,Las Flores Espresso,95.0,"Madison, Wisconsin","Santa Maria de Dota valley, Tarrazu growing region, Costa Rica",Medium Light,$15.80/12 ounces,57.0,78.0,15.8,Rica,,,,
1773,1774,El Salvador Finca Medrano Pacamara Nohemi Ventura,94.0,"Seoul, South Korea","Chalatenango growing region, northwestern El Salvador",Light,"KRW 40,000/500 grams",62.0,87.0,,Salvador,,,,
1774,1775,Ethiopia Jimma Agaro,95.0,"Columbus, Ohio","Jimma Zone, Oromia State, Ethiopia",Light,$20.00/12 ounces,66.0,87.0,20.0,Ethiopia,,,,
1775,1776,Rwanda Silverback Espresso,95.0,"Taoyuan City, Taiwan",Rwanda.,Medium Dark,"NT $1,200/16 ounces",43.0,52.0,,,,,,
1776,1777,Ecuador “Mama Kilya” Espresso,94.0,"Taoyuan City, Taiwan",Ecuador.,Medium Dark,"NT $2,000/16 ounces",44.0,50.0,,,,,,
1777,1778,Ethiopia Hambela,94.0,"Lexington, Virginia","Hambela district, Oromia growing region, southern Ethiopia",Medium Light,$18.95/12 ounces,55.0,78.0,18.95,Ethiopia,,,,
1778,1779,Kenya Nyeri Peaberry,95.0,"Tulsa, Oklahoma","Nyeri County, Central Highlands, Kenya.",Medium Light,$14.40/12 ounces,55.0,76.0,14.4,,,,,
1779,1780,Panama Lino Esmeralda Geisha Natural,96.0,"La Jolla, California","Cañas Verdes, Boquete growing region, western Panama.",Light,$51.00/8 ounces,67.0,88.0,51.0,,,,,
1780,1781,Ethiopia Sidama Akrabi,94.0,"Lake, Michigan","Guji Zone, Sidama Province, southern Ethiopia.",Medium Light,$15.00,58.0,71.0,,,,,,
1781,1782,Kenya AA Gakuyuri,94.0,"Jackson, Mississippi","Kirinyaga growing district, south-central Kenya.",Medium Light,$15.25/12 ounces,60.0,75.0,15.25,,,,,
1782,1783,Kenya Embu Gakui Peaberry,95.0,"Torrington, Connecticut","Kiambu County, south-central Kenya.",Medium Light,$17.50/12 ounces,54.0,70.0,17.5,,,,,
1783,1784,Kenya AA Kigwandi Estate,95.0,"Branford, Connecticut","Nyeri County, Central Highlands, Kenya.",Medium Light,$17.99/16 ounces,59.0,75.0,17.99,,,,,
1784,1785,Ethiopia Yirgacheffe Buna Ababa,94.0,"San Diego, California","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$15.00/8 ounces,57.0,76.0,15.0,,,,,
1785,1786,Panama Don Pepe Fully Washed Geisha,96.0,"Sacramento, California","Boquete growing region, western Panama.",Medium Light,$40.00/8 ounces,58.0,72.0,40.0,,,,,
1786,1787,Golden Mean Espresso Blend,94.0,"Newport Beach, California",Not disclosed.,Medium,$14.95/12 ounces,48.0,60.0,14.95,,,,,
1787,1788,Finca La Mula Panama Geisha,97.0,"Madison, Wisconsin","Chiriqui, western Panama.",Medium,$59.95/8 ounces,52.0,66.0,59.95,,,,,
1788,1789,S.O. Espresso Brazil Fazenda Santa Ines,94.0,"Ramsey, Minnesota","Carmo de Minas growing region, Minas Gerais State, Brazil.",Medium,$12.95/12 ounces,47.0,60.0,12.95,,,,,
1789,1790,Black House,94.0,"San Diego, California","Oromia region, southern Ethiopia; Mandheling growing region, northern Sumatra, Indonesia.",Medium Light,$14.00/12 ounces,55.0,69.0,14.0,,,,,
1790,1791,Kenya Gachatha AA,96.0,"Los Angeles, California","Nyeri growing region, south-central Kenya.",Medium Light,$24.95/12 ounces,54.0,76.0,24.95,,,,,
1791,1792,Burundi Kayanza Province Mpanga Washing Station,94.0,"Seattle, Washington","Kayanza Province, northern Burundi.",Medium Light,$21.00/12 ounces,54.0,74.0,21.0,,,,,
1792,1793,Ethiopia Yirgacheffe Dabub Matebya,94.0,"Bedford, New Hampshire","Yirgacheffe growing region, south-central Ethiopia.",Light,$15.00/12 ounces,65.0,87.0,15.0,,,,,
1793,1794,Yemen Haraaz Red A+,94.0,"Boulder, Colorado","Haraz (also spelled Haraaz) growing region, north-central Yemen",Medium Light,$19.00/8 ounces,54.0,74.0,19.0,Yemen,,,,
1794,1795,El Salvador Finca Loma La Gloria,94.0,"La Jolla, California","El Boqueron, Volcan de San Salvador, El Salvador.",Light,$18.99/12 ounces,78.0,99.0,18.99,,,,,
1795,1796,Ethiopia Sidama Ardi,95.0,"Seattle, Washington","Guji Zone, Sidama Province, southern Ethiopia.",Medium Light,$19.00/12 ounces,57.0,78.0,19.0,,,,,
1796,1797,Ethiopia Washed Limu Gera,94.0,"Chia-Yi, Taiwan","Limu Woreda, southwest Ethiopia.",Medium Light,$17.00/16 ounces,61.0,79.0,17.0,,,,,
1797,1798,Ethiopia Aricha,94.0,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia.",Light,$24.00/16 ounces,62.0,88.0,24.0,,,,,
1798,1799,Ace Espresso,94.0,"Toronto, Ontario, Canada",Kenya; Brazil.,Medium Light,$16.00/16 ounces,55.0,72.0,16.0,,,,,
1799,1800,Colombia Special Process Microlot 511 “Memory Orchard” Espresso,94.0,"Taoyuan City, Taiwan",Colombia,Medium,"NT $2,000/16 ounces",47.0,56.0,,Colombia,,,,
1800,1801,Costa Rica Sonora Bourbon Natural,94.0,"Sacramento, California","Central Valley, Costa Rica.",Light,$19.00/12 ounces,68.0,92.0,19.0,,,,,
1801,1802,The Secret Coffee,94.0,"Taichung, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Light,NTD $600/227 grams,66.0,99.0,,,,,,
1802,1803,Panama Finca Hartmann,95.0,"Sacramento, California","Santa Clara, Panama.",Light,$17.50/12 ounces,63.0,81.0,17.5,,,,,
1803,1804,Sumatra Ulos Batak,94.0,"Sacramento, California","Lintong growing region, North Sumatra Province, Indonesia.",Medium Light,$18.00/12 ounces,54.0,70.0,18.0,,,,,
1804,1805,Espresso Blend,94.0,"Hsinchu City, Taiwan","Panama; Sidamo and Yirgacheffe growing regions, southern Ethiopia; Bolivia; Brazil.",Medium,NT $520/225 grams,52.0,68.0,18.34215167548501,,,,,
1805,1806,Sillvia Solkiln N2 Level 95,96.0,"Pu’Er, Yunnan Province, China","Silla Del Pando, Volcan, Panama.",Medium Light,RMB $350/75 grams,59.0,80.0,,,,,,
1806,1807,Sweet Maria’s Acatenango Gesha,94.0,"Pu’Er, Yunnan Province, China","Acatenango growing region, central Guatemala.",Medium Light,RMB $234/125 grams,60.0,74.0,,,,,,
1807,1808,Keremara AA Kenya,95.0,"Lee, Massachusetts","Nyeri growing region, south-central Kenya.",Medium Light,$18.45/12 ounces,60.0,79.0,18.45,,,,,
1808,1809,Tchembe Gedeo Ethiopia,94.0,"Lee, Massachusetts","Gedeo Zone, southern Ethiopia.",Medium Light,$30.95/12 ounces,58.0,72.0,30.95,,,,,
1809,1810,Ethiopia Yirgacheffe Gedeo,95.0,"Bedford, New Hampshire","Yirgacheffe growing region, south-central Ethiopia.",Light,$14.50/12 ounces,64.0,94.0,14.5,,,,,
1810,1811,Finca La Aurora Camilina Geisha,95.0,"Boulder, Colorado","Piedra Candela, Chiriqui Province, far western Panama.",Light,$48.50/8 ounces,62.0,88.0,48.5,,,,,
1811,1812,Sumatra Lake Toba Peaberry,94.0,"Yorktown Heights, New York","Lake Toba growing region, northern Sumatra, Indonesia.",Medium,$18.00/12 ounces,47.0,65.0,18.0,,,,,
1812,1813,Sumatra Ulos Batak,94.0,"San Rafael, California","Lintong growing region, North Sumatra Province, Indonesia.",Medium Light,$17.25/12 ounces,56.0,70.0,17.25,,,,,
1813,1814,Ethiopian Washed Kochere G1 SO Espresso,94.0,"Kaohsiung City, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia.",Medium,$12.00/16 ounces,49.0,62.0,12.0,,,,,
1814,1815,Colombia Granja La Esperanza Grand Cru Mokka,94.0,"Topeka, Kansas","Valle del Cauca growing region, Colombia.",Light,$27.50/12 ounces,65.0,86.0,27.5,,,,,
1815,1816,Panama Esmeralda Geisha,96.0,"Chicago, Illinois","Boquete growing region, western Panama.",Medium Light,$46.00/10 ounces,57.0,83.0,46.0,,,,,
1816,1817,Rum-Barrel Conditioned Ethiopia Gelena Abaya,94.0,"Highland Park, New Jersey","Kersa district, Oromia region, southern Ethiopia.",Light,$12.00/8 ounces,65.0,85.0,12.0,,,,,
1817,1818,Finca La Mula Panama Geisha,96.0,"Madison, Wisconsin","Chiriqui, western Panama.",Medium Light,$49.25/8 ounces,57.0,81.0,49.25,,,,,
1818,1819,Milepost Kenya Nyeri Ruarai,94.0,"Floyd, Virginia","Nyeri growing region, south-central Kenya.",Medium Light,$18.00/12 ounces,58.0,81.0,18.0,,,,,
1819,1820,Kenya Thiriku,95.0,"Sacramento, California","Nyeri growing region, south-central Kenya.",Medium Light,$17.50/12 ounces,56.0,77.0,17.5,,,,,
1820,1821,Ari-Ari Seuri-Seuri,94.0,"Paju City (Gyeonggi-do), South Korea",Kenya; Ethiopia.,Medium Light,$12.00/200 grams,56.0,72.0,0.42328042328042326,,,,,
1821,1822,Jazz Apricot (Espresso),94.0,"Taipei, Taiwan","Sidamo and Yirgacheffe, Ethiopia; Kenya; Sumatra.",Medium,NTD $500/16 ounces,50.0,62.0,,,,,,
1822,1823,Ethiopia Biloya Organic,95.0,"Olympia, Washington","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.75/12 ounces,55.0,75.0,16.75,,,,,
1823,1824,Organic Ethiopian Worka Special Prep,94.0,"Driftless, Wisconsin","Yirgacheffe growing region, southern Ethiopia.",Light,$17.75/12 ounces,60.0,83.0,17.75,,,,,
1824,1825,Ethiopia Washed Yirgacheffe Alemu Station,94.0,"Chia-Yi, Taiwan","Yirgacheffe growing region, south-central Ethiopia.",Light,$18.00/16 ounces,65.0,88.0,18.0,,,,,
1825,1826,Kenya Kianjuri AB,94.0,"Boulder, Colorado","Meru County, central Kenya.",Medium,$18.00/12 ounces,53.0,68.0,18.0,,,,,
1826,1827,Kenya Nyeri Tambaya Peaberry,94.0,"Seattle, Washington","Nyeri growing region, south-central Kenya.",Medium,$19.50/12 ounces,49.0,65.0,19.5,,,,,
1827,1828,Ethiopian Yirgacheffe Idido Natural,94.0,"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$18.00/12 ounces,58.0,83.0,18.0,,,,,
1828,1829,Kenya AA,95.0,"New Taipei City, Taiwan",Central Kenya.,Medium Light,NT$500/8 ounces,56.0,79.0,500.0,,,,,
1829,1830,Ethiopia Suke Quto Organic,95.0,"Ramsey, Minnesota","Guji Zone, Oromia Region, Sidamo growing region, south-central Ethiopia.",Medium,$14.95/12 ounces,52.0,65.0,14.95,,,,,
1830,1831,Espresso Blend Spring 15,94.0,"New Taipei City, Taiwan",Ethiopia; Sumatra; Central America.,Medium,NT$290/8 ounces,48.0,54.0,290.0,,,,,
1831,1832,Esmeralda Leon Natural Geisha,96.0,"La Jolla, California","Cañas Verdes, Boquete growing region, western Panama.",Light,$45.00/8 ounces,71.0,89.0,45.0,,,,,
1832,1833,"Shilcho Ethiopia, Red Cherry Initiative",94.0,"San Diego, California","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,$17.00/12 ounces,53.0,66.0,17.0,,,,,
1833,1834,"Lomi Tasha Worka, Ethiopia",95.0,"Los Angeles, California","Yirgacheffe growing district, southern Ethiopia.",Light,$25.00/12 ounces,64.0,85.0,25.0,,,,,
1834,1835,Laura’s Reserve SL-28,94.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii.",Medium,$35.95/8 ounces,53.0,68.0,35.95,,,,,
1835,1836,Semeon Abay Ethiopia,95.0,"Lee, Massachusetts",Southern and/or western Ethiopia.,Light,,66.0,84.0,,,,,,
1836,1837,Kenya Nyeri Rukira AB,95.0,"Chia-Yi, Taiwan","Nyeri County, Central Kenya.",Medium,$20.00/16 ounces,49.0,66.0,20.0,,,,,
1837,1838,Auromar Camilina Geisha,95.0,"Topeka, Kansas","Boquete growing region, western Panama.",Light,$40.00/8 ounces,62.0,88.0,40.0,,,,,
1838,1839,Holiday Blend,95.0,"Olympia, Washington",El Salvador; Kenya.,Medium Light,$17.25/12 ounces,59.0,78.0,17.25,,,,,
1839,1840,Ethiopia Wenago Natural,95.0,"Sacramento, California","Gedeo zone, Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$18.00/12 ounces,55.0,73.0,18.0,,,,,
1840,1841,Panama Geisha Holiday Blend,95.0,"Los Angeles, California","Boquete growing region, western Panama.",Light,$24.00/150 grams,67.0,88.0,0.8465608465608465,,,,,
1841,1842,Panama Esmeralda Especial Geisha Bosque 2,94.0,"Sacramento, California","Boquete growing region, western Panama",Medium,$62.00/8 ounces,50.0,65.0,62.0,Panama,,,,
1842,1843,Gratitude Special Blend,94.0,"Longwood, Florida",Central America.,Medium,$12.50/12 ounces,46.0,64.0,12.5,,,,,
1843,1844,Nicaragua Pacamara Reserve Los Congos,94.0,"Boulder, Colorado","San Fernando, Nueva Segovia region, Nicaragua.",Medium Light,$18.00/12 ounces,57.0,73.0,18.0,,,,,
1844,1845,Kenya Muthonjo AA,94.0,"Bellingham, Washington",South-central Kenya.,Medium,$16.00/150 grams,49.0,64.0,0.564373897707231,,,,,
1845,1846,Ethiopia Ninety Plus Hachira N2,95.0,"Yorktown Heights, New York","Yirgacheffe growing region, southern Ethiopia.",Medium,$30.00/12 ounces,51.0,67.0,30.0,,,,,
1846,1847,Perci Red Panama Gesha,95.0,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Light,$72.45/12 ounces,74.0,101.0,72.45,,,,,
1847,1848,Kenya Karagoto,94.0,"Berkeley, California","Nyeri County, Central Highlands, Kenya.",Medium,$12.99/12 ounces,54.0,66.0,12.99,,,,,
1848,1849,Nekisse Natural Process Ethiopia,94.0,"Lee, Massachusetts","Sidamo (also Sidama) growing region, southern Ethiopia.",Light,$30.95/12 ounces,64.0,89.0,30.95,,,,,
1849,1850,Ethiopia Yirgacheffe Gutiti,94.0,"Ramsey, Minnesota","Kochere, Yirgacheffe growing region, south-central Ethiopia.",Medium,$16.95/12 ounces,52.0,69.0,16.95,,,,,
1850,1851,Ulos Batak Sumatra Peaberry,95.0,"Madison, Wisconsin","Northern Sumatra, Indonesia.",Medium Light,$18.50/12 ounces,54.0,78.0,18.5,,,,,
1851,1852,Ethiopia Konga,94.0,"Lexington, Virginia","Konga District, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.95/12 ounces,56.0,76.0,16.95,,,,,
1852,1853,Kenya AA Top 405A Espresso,95.0,"Taoyuan City, Taiwan",Central Kenya.,Medium,NTD$ 1600 / 16 ounces,47.0,62.0,,,,,,
1853,1854,Seasonal Mini-Me Yirgacheffe Washed,94.0,"Kaohsiung City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Medium,NTD $1000/16 ounces,52.0,68.0,,,,,,
1854,1855,Panama Mama Cata Natural,95.0,"Longwood, Florida","Boquete growing region, western Panama.",Medium,$33.95/12 ounces,42.0,63.0,33.95,,,,,
1855,1856,High Mountain Red Bourbon,95.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii.",Medium Light,$34.95/8 ounces,61.0,77.0,34.95,,,,,
1856,1857,Nicaragua Pacamara Reserve Los Congos,94.0,"Sacramento, California","San Fernando, Nueva Segovia region, Nicaragua.",Medium Light,$18.00/12 ounces,56.0,73.0,18.0,,,,,
1857,1858,Panama Duncan Natural Gesha,94.0,"Sacramento, California","El Salto, Boquete growing region, Panama.",Light,$47.00/8 ounces,61.0,81.0,47.0,,,,,
1858,1859,Guatemala Acatenango Gesha,94.0,"Billings, Montana.","Acatenango growing region, Guatemala.",Light,$22.00/8 ounces,72.0,87.0,22.0,,,,,
1859,1860,Kenya Kigwandi AA,94.0,"Los Angeles, California","Nyeri County, central Kenya.",Medium Light,$19.95/12 ounces,53.0,70.0,19.95,,,,,
1860,1861,Ethiopia Homacho Waeno,95.0,"Oakland, California","Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia.",Medium Light,,62.0,75.0,,,,,,
1861,1862,Colombia Granja Esperanza Gesha AAA,95.0,"Oakland, California","Valle del Cauca growing region, Colombia.",Medium Light,,53.0,76.0,,,,,,
1862,1863,Kenya Mathew Mugo,94.0,"Driftless, Wisconsin","Kirinyaga County, central Kenya",Medium Light,$17.95/12 ounces,61.0,79.0,17.95,Kenya,,,,
1863,1864,Organic Ethiopian Banko Natural,94.0,"Driftless, Wisconsin","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.75/12 ounces,59.0,75.0,16.75,,,,,
1864,1865,Kenya Nyeri,94.0,"San Luis Obispo, California","Nyeri County, Central Highlands, Kenya.",Medium,$18.00 / 12 ounces,52.0,62.0,18.0,,,,,
1865,1866,Konga Natural Ethiopia,94.0,"Topeka, Kansas","Konga District, Yirgacheffe growing region, southern Ethiopia.",Light,$17.82/12 ounces,62.0,84.0,17.82,,,,,
1866,1867,Kenya AA Giakanja,94.0,"Yorktown Heights, New York","Nyeri County, Central Highlands, Kenya.",Medium Light,,53.0,71.0,,,,,,
1867,1868,Ethiopia Chele’ Lektu,94.0,"Jackson, MIssissippi","Yirgacheffe growing region, southern Ethiopia.",Medium,$14.00/12 ounces,52.0,68.0,14.0,,,,,
1868,1869,Ethiopia Boke Natural Grade 1 Espresso,94.0,"Sacramento, California","Boke, Gamo Gofa Zone, Southern Ethiopia.",Medium Light,$17.50/12 ounces,56.0,66.0,17.5,,,,,
1869,1870,Kochoha Espresso,94.0,"Madison, Wisconsin","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium Light,$14.85/12 ounces,56.0,72.0,14.85,,,,,
1870,1871,Kenya Nyeri Giakanja,95.0,"San Diego, California","Nyeri County, Central Highlands, Kenya.",Medium,$28.00/16 ounces,50.0,55.0,28.0,,,,,
1871,1872,Perci N2 L39,94.0,"Pu’Er, Yunnan Province, China","Silla Del Pando, Volcan, Panama.",Medium Light,RMB 235/125 g,55.0,78.0,,,,,,
