,index,coffee_name,total_score,roaster_location,coffee_origin,roast_level,est_price,agtron_ground,agtron_roast,price_per_ounce,origin_country,roast_level2,roast_level_count,total_score2,total_score_count
146,147,Kenya AA Aries Return Espresso,96.0,"Taoyuan, Taiwan","Nyeri growing region, south-central Kenya",Medium,NT $950/8 ounces,44.0,60.0,950.0,Kenya,,,,
147,148,Kenya All’s Well Peaberry Espresso,96.0,"Taoyuan, Taiwan","Nyeri growing region, south-central Kenya",Medium,NT $900/8 ounces,46.0,72.0,900.0,Kenya,,,,
148,149,Espresso No. 6 Finca San José Ocaña,96.0,"Antigua Guatemala, Guatemala","San Juan Sacatepéquez, Antigua Department, Guatemala",Medium,$25.00/12 ounces,50.0,64.0,25.0,Guatemala,,,,
149,150,Kahiko Orange,98.0,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium Light,$99.95/8 ounces,54.0,84.0,99.95,,,,,
150,151,Kenya Washed Kiambu Yara Estate PB TOP,97.0,"Chia-Yi, Taiwan","Ruiru, Kiambu County, south-central Kenya",Medium Light,NT $300/4 ounces,58.0,80.0,300.0,Kenya,,,,
151,152,Kona Orange,96.0,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Light,$79.95/8 ounces,58.0,84.0,79.95,,,,,
152,153,Colombia Wilton Benitez Sudan Rume,96.0,"Fort Wayne, Indiana","Piendamo, Cauca Department, Colombia",Light,$29.00/8 ounces,64.0,84.0,29.0,Colombia,,,,
153,154,Ethiopia Washed Gute 74110 Lot JH,95.0,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $480/8 ounces,60.0,82.0,480.0,Ethiopia,,,,
154,155,Ethiopia Natural Sidama Bura Karamo 74158,95.0,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $480/8 ounces,57.0,88.0,480.0,Ethiopia,,,,
155,156,Taiwan Honey Alishan Ming Yang Yuan Gesha,95.0,"Chia-Yi, Taiwan","Alishan, Taiwan",Light,"NT $1,110/4 ounces",62.0,84.0,,Taiwan,,,,
156,157,Kenya Washed Kiambu AB TOP Lot Yerihar,94.0,"Chia-Yi, Taiwan","Kiambu County, south-central Kenya",Medium Light,NT $350/8 ounces,58.0,78.0,350.0,Kenya,,,,
157,158,Kenya Ibonia Estate,95.0,"Lexington, Virginia","Kiambu County, Kenya",Medium Light,$24.00/12 ounces,58.0,80.0,24.0,Kenya,,,,
158,159,Ethiopia Worka Sakaro,94.0,"Lexington, Virginia","Gedeb District, Gedeo Zone, southern Ethiopia",Light,$27.00/12 ounces,62.0,86.0,27.0,Ethiopia,,,,
159,160,Guatemala Washed Huehuetenango Joya Verde,94.0,"Chia-Yi, Taiwan","Huehuetenango, Guatemala",Medium Light,NT $260/8 ounces,56.0,74.0,260.0,Guatemala,,,,
160,161,Ethiopia Washed Guji Uraga Tebe Burka,94.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $330/8 ounces,58.0,80.0,330.0,Ethiopia,,,,
161,162,Ethiopia Natural Sidama ALO Village SKY Project FL,94.0,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium Light,NT $490/4 ounces,60.0,77.0,490.0,Ethiopia,,,,
162,163,Taiwan Natural Alishan Chi Tsai Liu Li Ecological Farm,94.0,"Chia-Yi, Taiwan","Alishan, Taiwan",Medium Light,"NT $1,100/4 ounces",60.0,77.0,,Taiwan,,,,
163,164,Wilton Benitez SL28,96.0,"Madison, Wisconsin","Piendamo, Cauca Department, Colombia",Medium Light,$33.00/8 ounces,58.0,82.0,33.0,Colombia,,,,
164,165,Kolla Bolcha #6 Ethiopia,94.0,"Madison, Wisconsin","Agaro, Oromia region, Ethiopia",Medium Light,$20.00/12 ounces,60.0,79.0,20.0,Ethiopia,,,,
165,166,Bener Meriah Sumatra,94.0,"Madison, Wisconsin","Aceh, Sumatra, Indonesia",Medium Light,$20.00/12 ounces,59.0,77.0,20.0,Indonesia,,,,
166,167,Yemen Haraaz,96.0,"San Diego, California","Sharqi, Haraaz, Yemen",Light,$40.00/250 grams,60.0,82.0,1.4109347442680775,Yemen,,,,
167,168,Ethiopia Yirgacheffe Hama Honey,95.0,"Taipei City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $600/227 grams,59.0,81.0,21.164021164021165,Ethiopia,,,,
168,169,Colombia Finca Santuario Red Bourbon Natural,95.0,"Taipei City, Taiwan","Cauca Department, Colombia",Light,NT $600/227 grams,62.0,94.0,21.164021164021165,Colombia,,,,
169,170,Ethiopia Yirgacheffe Gutiti Gargari Natural,94.0,"Taipei City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $450/227 grams,60.0,77.0,15.873015873015872,Ethiopia,,,,
170,171,130 Blend,94.0,"San Diego, California",Guatemala; Ethiopia,Medium Light,$19.00/12 ounces,55.0,79.0,19.0,Ethiopia,,,,
171,172,Ethiopia Bench Maji Gori Gesha ORO Yeast Natural G1,94.0,"Tainan, Taiwan","Bench-Maji Zone, southern Ethiopia",Medium Light,NT 780/227 grams,55.0,79.0,27.513227513227513,Ethiopia,,,,
172,173,Fruits Melody,94.0,"Chia-Yi, Taiwan",Ethiopia,Light,NT $390/227 grams,65.0,81.0,13.756613756613756,Ethiopia,,,,
173,174,Kenya Melwa AA Washed,94.0,"Tainan, Taiwan","Nyeri growing region, south-central Kenya",Light,NT $480/227 grams,64.0,88.0,16.93121693121693,Kenya,,,,
174,175,Colombia Wilton Benitez Thermal Shock Red Bourbon,94.0,"Chicago, Illinois","Piendamo, Cauca Department, Colombia",Light,$38.00/8 ounces,60.0,83.0,38.0,Colombia,,,,
175,176,Panama Elida Estate Geisha Natural ASD T3D Auction Lot EG6,97.0,"Taipei, Taiwan","Boquete growing region, western Panama",Light,$80.00/4 ounces,66.0,84.0,80.0,Panama,,,,
176,177,El Salvador La Providencia Maria Pacas Bernadina Honey,95.0,"San Diego, California","Los Naranjos, Juayua, Sonsonate, El Salvador",Light,$39.25/12 ounces,62.0,84.0,39.25,Salvador,,,,
177,178,Colombia El Vergel Martha Montenegro Rubi Marti Anaerobic,95.0,"San Diego, California","Tolima Department, Colombia",Light,$47.25/12 ounces,66.0,90.0,47.25,Colombia,,,,
178,179,Ethiopia West Arsi Washed G1,95.0,"Taipei, Taiwan","Guji Zone, southern Ethiopia",Light,NT $550/225 grams,64.0,88.0,19.400352733686066,Ethiopia,,,,
179,180,Ethiopia Washed Yirgacheffe Chelbesa SNNPR Gedeo G1,94.0,"Taichung, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT $480/8 ounces,64.0,84.0,480.0,Ethiopia,,,,
180,181,Colombia Lulo Wonka Wonka & Sebastian Gomez,96.0,"Cleveland, Tennessee",Colombia,Light,$19.99/8 ounces,64.0,86.0,19.99,Colombia,,,,
181,182,Colombia Finca La Reserva,94.0,"Cleveland, Tennessee","Antioquia Department, Colombia",Light,$19.99/8 ounces,64.0,84.0,19.99,Colombia,,,,
182,183,Ethiopia Washed Ayla Bombe,94.0,"Livingston, Montana","Sidamo growing region, southern Ethiopia",Medium Light,$19.00/12 ounces,59.0,79.0,19.0,Ethiopia,,,,
183,184,Ethiopia Mr. Ocholo Bedecho,95.0,"Lexington, Virginia","Haro Wachu, Uraga, Guji Zone, Oromia Region, Ethiopia",Light,$22.00/12 ounces,58.0,84.0,22.0,Ethiopia,,,,
184,185,Colombia Pink Champagne El Mirador Blend,94.0,"Reno, Nevada","Huila Department, Colombia",Light,$29.00/10 ounces,66.0,93.0,29.0,Colombia,,,,
185,186,Guatemala El Injerto Malawi Geisha Washed,95.0,"Yilan, Taiwan","Huehuetenango Department, Guatemala",Light,NT $950/100 grams,69.0,88.0,33.50970017636684,Guatemala,,,,
186,187,Guatemala El Injerto Legendary Geisha Natural Lot E1-06,94.0,"Taipei, Taiwan","Huehuetenango Department, Guatemala",Light,$23.67/4 ounces,60.0,88.0,23.67,Guatemala,,,,
187,188,Guatemala Washed Finca La Hermosa Gesha Peaberry,94.0,"Chia-Yi, Taiwan","Acatenango growing region, Guatemala",Medium Light,$21.95/4 ounces,56.0,84.0,21.95,Guatemala,,,,
188,189,Qunqana Ethiopia,95.0,"Madison, Wisconsin","Sidamo growing region, Ethiopia",Light,$23.00/12 ounces,63.0,81.0,23.0,Ethiopia,,,,
189,190,Finca La Reserva Colombia Gesha Honey,95.0,"Madison, Wisconsin","Ciudad Bolivar, Antioquia Department, Colombia",Medium Light,$22.00/8 ounces,59.0,77.0,22.0,Colombia,,,,
190,191,Ethiopia Ayla Bombe,96.0,"Fort Wayne, Indiana","Sidamo growing region, southern Ethiopia",Medium Light,$20.00/12 ounces,61.0,78.0,20.0,Ethiopia,,,,
191,192,Ethiopia Arbegona Yaye Washed,95.0,"Fort Wayne, Indiana","Chericho, Sidamo growing region, Ethiopia",Light,$24.00/12 ounces,62.0,80.0,24.0,Ethiopia,,,,
192,193,Sumatra Putra Gayo Natural,94.0,"Fort Wayne, Indiana","Aceh Province, Sumatra, Indonesia",Medium Light,$23.00/12 ounces,60.0,79.0,23.0,Indonesia,,,,
193,194,El Salvador Finca Plan del Hoyo Microlot,94.0,"Peoria, Illinois","Llamatepec, Apaneca growing region, El Salvador",Medium Light,$16.00/12 ounces,60.0,77.0,16.0,Salvador,,,,
194,195,Kenya Kichwa Tembo,94.0,"Chicago, Illinois",Kenya,Medium Light,$28.00/12 ounces,59.0,81.0,28.0,Kenya,,,,
195,196,Ethiopia Sidama Alice Orchard Natural G1,95.0,"Tainan, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $550/227 grams,64.0,86.0,19.400352733686066,Ethiopia,,,,
196,197,Colombia Fruit Loops Gesha Washed,94.0,"Long Island City, New York","Huila Department, Colombia",Light,$37.99/6 ounces,65.0,89.0,37.99,Colombia,,,,
197,198,Kenya Gachatha AA Top,94.0,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Light,NT $309/8 ounces,62.0,80.0,309.0,Kenya,,,,
198,199,Ethiopia Bench-Maji Lucy Station Geisha Washed,94.0,"Taipei, Taiwan","Bench-Maji Zone, southern Ethiopia",Light,NT $339/8 ounces,64.0,84.0,339.0,Ethiopia,,,,
199,200,Ethiopia Yirgacheffe Lalisa Black Honey TOH#2,94.0,"Taipei, Taiwan","Gedeb District, Gedeo Zone, Ethiopia",Light,NT $449/8 ounces,66.0,90.0,449.0,Ethiopia,,,,
200,201,Panama Hacienda La Esmeralda Nano GIGANTE 4FC-N Geisha Washed,97.0,"Yilan, Taiwan","Cañas Verdes, Boquete, Panama",Light,NT $1200/20 grams,62.0,84.0,42.32804232804233,Panama,,,,
201,202,Kenya Washed Kiambu AA,96.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium,NT $290/8 ounces,47.0,69.0,290.0,Kenya,,,,
202,203,Kenya Washed Kiambu Maganjo AA TOP,95.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT $350/8 ounces,58.0,82.0,350.0,Kenya,,,,
203,204,Ethiopia Washed Yirgacheffe Botabaa Lot,95.0,"Chia-Yi, Taiwan","Gedeo Zone, SNNPR, southern Ethiopia",Light,NT $330/8 ounces,62.0,84.0,330.0,Ethiopia,,,,
204,205,Ecuador Galo Morales,94.0,"Fort Wayne, Indiana","San Jose de Minas, Pichincha, Ecuador",Light,$20.00/.8 ounces,64.0,86.0,20.0,Ecuador,,,,
205,206,Orange Bourbon Natural,95.0,"Pahala, Hawaii","Ka‘ū growing district, Big Island of Hawai’i",Light,$35.00/8 ounces,64.0,88.0,35.0,,,,,
206,207,Ethiopia Yirgacheffe Huke Premium Washed G1,95.0,"Barronett, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Light,$21.00/12 ounces,64.0,82.0,21.0,Ethiopia,,,,
207,208,Ethiopia Yirgacheffe Huke Premium Natural G1,94.0,"Barronett, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Light,$21.00/12 ounces,62.0,80.0,21.0,Ethiopia,,,,
208,209,Colombia El Vergel #1,94.0,"Plymouth, Massachusetts","Huila Department, Colombia",Light,$15.00/12 ounces,64.0,86.0,15.0,Colombia,,,,
209,210,Ethiopia Sidama Bensa,94.0,"Taitung, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $350/200 grams,65.0,87.0,12.345679012345679,Ethiopia,,,,
210,211,Ethiopia Guji Rosechee Washed G1,94.0,"Tainan, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Light,NT $600/227 grams,66.0,88.0,21.164021164021165,Ethiopia,,,,
211,212,Ethiopia Bench-Maji Lucy Geisha,94.0,"Taitung, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,NT $380/200 grams,66.0,84.0,13.403880070546737,Ethiopia,,,,
212,213,Ethiopia Oromi Guji Hamela Wamena Tirtira Goyo Natural G1,95.0,"Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $480/8 ounces,66.0,88.0,480.0,Ethiopia,,,,
213,214,Acacia Hills Geisha,96.0,"Madison, Wisconsin","Karatu, Oldeani Region, Tanzania",Medium Light,$24.00/8 ounces,58.0,80.0,24.0,Tanzania,,,,
214,215,Nsoga Iweyza Tanzania,95.0,"Madison, Wisconsin","Mbeya, Tanzania",Medium Light,$24.00/8 ounces,57.0,77.0,24.0,Tanzania,,,,
215,216,Wilton Benitez Java,96.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,$20.00/8 ounces,59.0,93.0,20.0,Colombia,,,,
216,217,Ethiopia Guji Narcissus Washed G1,94.0,"Tainan, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Light,NT $580/227 grams,63.0,82.0,20.458553791887123,Ethiopia,,,,
217,218,Asobombo Colombia,94.0,"Madison, Wisconsin","Pitalito, Huila Department, Colombia",Light,$20.00/12 ounces,63.0,85.0,20.0,Colombia,,,,
218,219,Panama Hacienda La Esmeralda Special Nano Geisha Gigante Washed Euphora Lot,96.0,"Taipei, Taiwan","Boquete growing region, western Panama",Light,$90.00/4 ounces,66.0,88.0,90.0,Panama,,,,
219,220,Costa Rica Las Lajas Black Diamond Bourbon,95.0,"Charlotte, North Carolina","Sabanilla de Alajuela, Central Valley, Costa Rica",Light,$28.00/12 ounces,72.0,102.0,28.0,Rica,,,,
220,221,Colombia Wilton Benitez Red Bourbon,94.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/250 grams,66.0,88.0,1.09347442680776,Colombia,,,,
221,222,Colombia Wilton Benitez Yellow Bourbon,94.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/250 grams,65.0,90.0,1.09347442680776,Colombia,,,,
222,223,Colombia Wilton Benitez Gesha Thermal Shock Wine Yeast,96.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/125 grams,68.0,92.0,1.09347442680776,Colombia,,,,
223,224,Colombia Wilton Benitez Striped Bourbon Thermal Shock,95.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/125 grams,65.0,92.0,1.09347442680776,Colombia,,,,
224,225,Ethiopia Mulish,94.0,"Sacramento, California","Guji Zone, Oromia region, Ethiopia",Medium Light,$25.50/12 ounces,58.0,78.0,25.5,Ethiopia,,,,
225,226,Ethiopia Gesha Village Oma Gesha 1931 Natural,96.0,"Taipei, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,NT $799/100 grams,59.0,83.0,28.183421516754848,Ethiopia,,,,
226,227,Ethiopia Djimma Limu Gummay Baby Geisha Washed,95.0,"Taipei, Taiwan","Djimma Limu, Oromia Region, southern Ethiopia",Light,NT $359/8 ounces,64.0,88.0,359.0,Ethiopia,,,,
227,228,Ethiopia Yirgacheffe Kochere Halo Hartume Washed G1,94.0,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT $560/220 grams,64.0,86.0,19.753086419753085,Ethiopia,,,,
228,229,Ethiopia Guji Bule Hambela TOH#1,94.0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $599/8 ounces,57.0,76.0,599.0,Ethiopia,,,,
229,230,Ethiopia Natural Sidama Bensa Blue Donkey 24/1,96.0,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium Light,NT $350/8 ounces,60.0,77.0,350.0,Ethiopia,,,,
230,231,Peru Washed Los Santos Farm Gesha,95.0,"Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Light,NT $450/8 ounces,64.0,84.0,450.0,Peru,,,,
231,232,Peru Black Honey Los Santos Farm Gesha,94.0,"Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Light,NT $410/8 ounces,64.0,88.0,410.0,Peru,,,,
232,233,Nyeri Hill Kenya,94.0,"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium Light,$23.00/12 ounces,58.0,76.0,23.0,Kenya,,,,
233,234,Colombia Tabi La Roca,94.0,"Chicago, Illinois","Armenia, Quindio Department, Colombia",Light,$51.00/12 ounces,57.0,87.0,51.0,Colombia,,,,
234,235,Ethiopia Sidama West Arsi Nansebo Natural G1,95.0,"Tainan City, Taiwan","Guji Zone, southern Ethiopia",Light,NT $480/227 grams,58.0,86.0,16.93121693121693,Ethiopia,,,,
235,236,Ethiopia Moonlight Delight Wine Process Natural,94.0,"Tainan City, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $750/227 grams,66.0,88.0,26.455026455026452,Ethiopia,,,,
236,237,Colombia Caldas Twilight Geisha Natural,94.0,"Tainan City, Taiwan","Caldas, Colombia",Light,NT $750/227 grams,58.0,86.0,26.455026455026452,Colombia,,,,
237,238,Wilton Benitez Orange Bourbon,95.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,$25.00/8 ounces,63.0,81.0,25.0,Colombia,,,,
238,239,Costa Rica Tarrazú Tirra,94.0,"Fort Wayne, Indiana","San Marcos, Tarrazú growing region, Costa Rica",Medium Light,$24.00/12 ounces,58.0,82.0,24.0,Rica,,,,
239,240,Kona Maragogype,94.0,"Pahala, Hawaii","Pahala, Hawaii",Medium Light,$37.00/7 ounces,56.0,76.0,37.0,Hawaii,,,,
240,241,Ethiopia Natural Sidama Bensa Bombe,95.0,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium Light,NT $280/8 ounces,58.0,77.0,280.0,Ethiopia,,,,
241,242,Ethiopia Washed Bench Maji Baby Lucy Gesha,94.0,"Chia-Yi, Taiwan","Bench Maji Zone, southern Ethiopia",Light,NT $300/8 ounces,64.0,86.0,300.0,Ethiopia,,,,
242,243,Taiwan Natural Meishan Ching-Ye Farm Lot 0116,94.0,"Chia-Yi, Taiwan","Meishan, Chia-Yi, Taiwan",Light,NT $400/4 ounces,62.0,80.0,400.0,Taiwan,,,,
243,244,Brazil Ipanema Premier Cru Cherry Cold Drip,94.0,"Yilan, Taiwan","Southern Minas Gerais, Brazil",,NT $200/150 ml bottle,0.0,0.0,,Brazil,,,,
244,245,Gesha Spirits,96.0,"San Diego, California","Huila Department, Colombia",Light,$37.00/8 ounces,64.0,88.0,37.0,Colombia,,,,
245,246,Colombia El Jardin Anaerobic Natural,94.0,"Durango, Colorado","Chinchina, Caldas Department, Colombia",Medium Light,$20.95/12 ounces,59.0,81.0,20.95,Colombia,,,,
246,247,Colombia Los Nogales Yellow Bourbon,94.0,"Osaka, Japan",,Light,$28.00/150 grams,63.0,86.0,0.9876543209876543,,,,,
247,248,Ethiopia Chelba Natural,94.0,"Taitung, Taiwan","Chelba Station , Yirgacheffe, Gedeo Zone, SNNPR,Ethiopia",Medium Light,NT $350/200 grams,51.0,80.0,12.345679012345679,Ethiopia,,,,
248,249,Tanzania Karatu Acacia Hills Geisha Washed AB Espresso,94.0,"Zhubei, Taiwan","Karatu, Oldeani growing region, Tanzania",Medium Light,NT $399/100 grams,58.0,80.0,14.074074074074073,Tanzania,,,,
249,250,Las Margaritas Geisha Honey,95.0,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Colombia",Light,$25.00/8 ounces,62.0,84.0,25.0,Colombia,,,,
250,251,Colombia Papayo,94.0,"San Diego, California","Huila Department, Colombia",Light,$30.00/12 ounces,62.0,86.0,30.0,Colombia,,,,
251,252,Las Margaritas Sudan Rume Natural,94.0,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Colombia",Medium Light,$40.00/8 ounces,59.0,82.0,40.0,Colombia,,,,
252,253,Colombia Green Apple Castillo,94.0,"Chicago, Illinois","Armenia, Quindio Department, Colombia",Light,$42.00/8 ounces,63.0,86.0,42.0,Colombia,,,,
253,254,Colombia La Palma Y Tucán Heroes Series Geisha,94.0,"Cleveland, Tennessee","Cundinamarca Department, central Colombia",Light,$28.99/8 ounces,64.0,97.0,28.99,Colombia,,,,
254,255,Ethiopia Sidamo Bensa Anaerobic Washed,94.0,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $319/12 ounces,59.0,94.0,319.0,Ethiopia,,,,
255,256,Ethiopia Sidama Orange Blossom Washed G1,94.0,"Tainan City, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $500/227 grams,64.0,82.0,17.636684303350968,Ethiopia,,,,
256,257,Ethiopia Washed Sidama Bensa Single Variety 74158,94.0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $600/227 grams,62.0,82.0,21.164021164021165,Ethiopia,,,,
257,258,Guatemala Bella Carmona,94.0,"Fort Wayne, Indiana","Antigua valley, Sacatepequez Department, Guatemala",Medium Light,$20.00/12 ounces,57.0,79.0,20.0,Guatemala,,,,
258,259,Wilton Benitez Sidra,95.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,$26.00/8 ounces,57.0,89.0,26.0,Colombia,,,,
259,260,Putra Gayo Sumatra,94.0,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Light,$23.00/12 ounces,60.0,88.0,23.0,Indonesia,,,,
260,261,Colombia José Julián Giraldo Pink Bourbon Panela Sticky,95.0,"Durham, North Carolina","Acevedo, Huila Department, Colombia",Light,$17.00/100 grams,65.0,89.0,0.599647266313933,Colombia,,,,
261,262,Kenya Gatirima AA,94.0,"Durham, North Carolina","Kibugu, Embu County, Kenya",Light,$23.00/12 ounces,66.0,88.0,23.0,Kenya,,,,
262,263,Kenya Washed Kirinyaga Getuya AA Top,96.0,"Chia-Yi, Taiwan","Kirinyaga District, south-central Kenya",Light,NT 360/8 ounces,62.0,80.0,360.0,Kenya,,,,
263,264,Ethiopia Natural Sidama Espresso,95.0,"Chia-Yi, Taiwan","Sidama growing region, southern Ethiopia",Light,NT 220/8 ounces,66.0,86.0,220.0,Ethiopia,,,,
264,265,True Love Espresso Blend,94.0,"Chia-Yi, Taiwan","Ethiopia, Guatemala",Medium Light,NT 260/8 ounces,57.0,77.0,260.0,Guatemala,,,,
265,266,Guatemala Honey Finca El General Gesha,94.0,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Light,NT 300/4 ounces,62.0,80.0,300.0,Guatemala,,,,
266,267,Ethiopia Natural Sidama Bacha 74110,95.0,"Chia-Yi, Taiwan","Sidama growing region, southern Ethiopia",Light,NT 325/8 ounces,66.0,88.0,325.0,Ethiopia,,,,
267,268,Ethiopia Yirgacheffe Adame G1 Washed 95,95.0,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT 319/8 ounces,67.0,92.0,319.0,Ethiopia,,,,
268,269,Colombia Linarco Rodriguez Ospina Pink Bourbon Washed 94,94.0,"Taipei, Taiwan","Palestina, Huila Department, Colombia",Light,NT 609/8 ounces,62.0,81.0,609.0,Colombia,,,,
269,270,Ethiopia Guji Uraga Haro Adama Washed G1,94.0,"Taipei, Taiwan",Oromia Region; Guji Zone,Light,NT 279/8 ounces,67.0,90.0,279.0,Zone,,,,
270,271,Colombia Edwin Enrique Noreña / Black Honey Watermelon & Lulo Co-Ferment,94.0,"Durham, North Carolina","Quindio Department, Colombia",Light,$33.92/10 ounces (sold as a set of 3/$101.75,64.0,88.0,,Colombia,,,,
271,272,Colombia Edwin Enrique Noreña / Black Honey Pink Bourbon Mosto & Passionfruit Co-Ferment,94.0,"Durham, North Carolina","Quindio Department, Colombia",Light,$33.92/10 ounces (sold as a set of 3/$101.75,65.0,86.0,,Colombia,,,,
272,273,Colombia Edwin Enrique Noreña Pink Bourbon,95.0,"Durham, North Carolina","Quindio Department, Colombia",Light,$42.00/10 ounces,62.0,80.0,42.0,Colombia,,,,
273,274,Rwanda Humure Abishyizehamwe Low-Oxygen Natural,94.0,"Durham, North Carolina","Remera Sector, Gatsibo District, Eastern Province, Rwanda",Light,$27.75/ 12 ounces,62.0,84.0,27.75,Rwanda,,,,
274,275,Candy Crush,94.0,"Caotun, Nantou, Taiwan",Ethiopia,Light,NT 700/455 grams,64.0,86.0,24.691358024691358,Ethiopia,,,,
275,276,Panama Clara Finca Auromar,94.0,"Taipei, Taiwan","Santa Clara, Panama",Medium Light,NT 310/8 ounces,60.0,79.0,310.0,Panama,,,,
276,277,Kona Geisha Peaberry Yeast Fermentation Washed,95.0,"Hilo, Hawaii","Holualoa, Hawai’i Island, Hawaii",Light,$80/4 ounces,59.0,84.0,80.0,Hawaii,,,,
277,278,Euphora Plumeria Cold Brew,94.0,"Taipei, Taiwan",Costa Rica,,NT 200/150 ml bottle,,,,Rica,,,,
